"","Domain","GEOID","CountyName","NAME","Label","Stat","Value"
"374","life_expE","51003010202","Albemarle County","Census Tract 102.02, Albemarle County, Virginia","Average Life Expectancy","Regional Comparison","1.5% Above Median"
"375","hhincE","51003010202","Albemarle County","Census Tract 102.02, Albemarle County, Virginia","Median Household Income","Regional Comparison","91.1% Above Median"
"376","badegreeE","51003010300","Albemarle County","Census Tract 103, Albemarle County, Virginia","% with Bachelors Degree","Regional Comparison","38.9% Above Median"
"377","life_expE","51003010300","Albemarle County","Census Tract 103, Albemarle County, Virginia","Average Life Expectancy","Regional Comparison","2.8% Above Median"
"378","hhincE","51003010300","Albemarle County","Census Tract 103, Albemarle County, Virginia","Median Household Income","Regional Comparison","24.4% Above Median"
"379","badegreeE","51003010401","Albemarle County","Census Tract 104.01, Albemarle County, Virginia","% with Bachelors Degree","Regional Comparison","10.4% Above Median"
"380","life_expE","51003010401","Albemarle County","Census Tract 104.01, Albemarle County, Virginia","Average Life Expectancy","Regional Comparison","1.1% Above Median"
"381","hhincE","51003010401","Albemarle County","Census Tract 104.01, Albemarle County, Virginia","Median Household Income","Regional Comparison","23.4% Above Median"
"382","badegreeE","51003010402","Albemarle County","Census Tract 104.02, Albemarle County, Virginia","% with Bachelors Degree","Regional Comparison","50.9% Above Median"
"383","life_expE","51003010402","Albemarle County","Census Tract 104.02, Albemarle County, Virginia","Average Life Expectancy","Regional Comparison","5% Above Median"
"384","hhincE","51003010402","Albemarle County","Census Tract 104.02, Albemarle County, Virginia","Median Household Income","Regional Comparison","65.7% Above Median"
"385","badegreeE","51003010500","Albemarle County","Census Tract 105, Albemarle County, Virginia","% with Bachelors Degree","Regional Comparison","55.1% Above Median"
"386","life_expE","51003010500","Albemarle County","Census Tract 105, Albemarle County, Virginia","Average Life Expectancy","Regional Comparison","3.9% Above Median"
"387","hhincE","51003010500","Albemarle County","Census Tract 105, Albemarle County, Virginia","Median Household Income","Regional Comparison","19.4% Above Median"
"388","badegreeE","51003010601","Albemarle County","Census Tract 106.01, Albemarle County, Virginia","% with Bachelors Degree","Regional Comparison","29.2% Above Median"
"389","life_expE","51003010601","Albemarle County","Census Tract 106.01, Albemarle County, Virginia","Average Life Expectancy","Regional Comparison","0% Above Median"
"390","hhincE","51003010601","Albemarle County","Census Tract 106.01, Albemarle County, Virginia","Median Household Income","Regional Comparison","6.4% Below Median"
"391","badegreeE","51003010602","Albemarle County","Census Tract 106.02, Albemarle County, Virginia","% with Bachelors Degree","Regional Comparison","72.1% Above Median"
"392","life_expE","51003010602","Albemarle County","Census Tract 106.02, Albemarle County, Virginia","Average Life Expectancy","Regional Comparison","0.6% Above Median"
"393","hhincE","51003010602","Albemarle County","Census Tract 106.02, Albemarle County, Virginia","Median Household Income","Regional Comparison","49.2% Above Median"
"394","badegreeE","51003010700","Albemarle County","Census Tract 107, Albemarle County, Virginia","% with Bachelors Degree","Regional Comparison","7% Below Median"
"395","life_expE","51003010700","Albemarle County","Census Tract 107, Albemarle County, Virginia","Average Life Expectancy","Regional Comparison","3.8% Below Median"
"396","hhincE","51003010700","Albemarle County","Census Tract 107, Albemarle County, Virginia","Median Household Income","Regional Comparison","18.2% Below Median"
"397","badegreeE","51003010800","Albemarle County","Census Tract 108, Albemarle County, Virginia","% with Bachelors Degree","Regional Comparison","49.1% Above Median"
"398","life_expE","51003010800","Albemarle County","Census Tract 108, Albemarle County, Virginia","Average Life Expectancy","Regional Comparison","3.6% Above Median"
"399","hhincE","51003010800","Albemarle County","Census Tract 108, Albemarle County, Virginia","Median Household Income","Regional Comparison","1.5% Above Median"
"400","badegreeE","51003010901","Albemarle County","Census Tract 109.01, Albemarle County, Virginia","% with Bachelors Degree","Regional Comparison","141.3% Above Median"
"401","life_expE","51003010901","Albemarle County","Census Tract 109.01, Albemarle County, Virginia","Average Life Expectancy","Regional Comparison","1.4% Below Median"
"402","hhincE","51003010901","Albemarle County","Census Tract 109.01, Albemarle County, Virginia","Median Household Income","Regional Comparison","43.6% Below Median"
"403","badegreeE","51003010902","Albemarle County","Census Tract 109.02, Albemarle County, Virginia","% with Bachelors Degree","Regional Comparison","43.9% Above Median"
"404","life_expE","51003010902","Albemarle County","Census Tract 109.02, Albemarle County, Virginia","Average Life Expectancy","Regional Comparison",NA
"405","hhincE","51003010902","Albemarle County","Census Tract 109.02, Albemarle County, Virginia","Median Household Income","Regional Comparison","36.3% Below Median"
"406","badegreeE","51003010903","Albemarle County","Census Tract 109.03, Albemarle County, Virginia","% with Bachelors Degree","Regional Comparison","51.7% Above Median"
"407","life_expE","51003010903","Albemarle County","Census Tract 109.03, Albemarle County, Virginia","Average Life Expectancy","Regional Comparison",NA
"408","hhincE","51003010903","Albemarle County","Census Tract 109.03, Albemarle County, Virginia","Median Household Income","Regional Comparison","96.1% Below Median"
"409","badegreeE","51003011000","Albemarle County","Census Tract 110, Albemarle County, Virginia","% with Bachelors Degree","Regional Comparison","107.6% Above Median"
"410","life_expE","51003011000","Albemarle County","Census Tract 110, Albemarle County, Virginia","Average Life Expectancy","Regional Comparison","8.3% Above Median"
"411","hhincE","51003011000","Albemarle County","Census Tract 110, Albemarle County, Virginia","Median Household Income","Regional Comparison","128.8% Above Median"
"412","badegreeE","51003011100","Albemarle County","Census Tract 111, Albemarle County, Virginia","% with Bachelors Degree","Regional Comparison","61.4% Above Median"
"413","life_expE","51003011100","Albemarle County","Census Tract 111, Albemarle County, Virginia","Average Life Expectancy","Regional Comparison","1.3% Above Median"
"414","hhincE","51003011100","Albemarle County","Census Tract 111, Albemarle County, Virginia","Median Household Income","Regional Comparison","19.3% Above Median"
"415","badegreeE","51003011201","Albemarle County","Census Tract 112.01, Albemarle County, Virginia","% with Bachelors Degree","Regional Comparison","29.5% Above Median"
"416","life_expE","51003011201","Albemarle County","Census Tract 112.01, Albemarle County, Virginia","Average Life Expectancy","Regional Comparison","1.5% Below Median"
"417","hhincE","51003011201","Albemarle County","Census Tract 112.01, Albemarle County, Virginia","Median Household Income","Regional Comparison","19.3% Above Median"
"418","badegreeE","51003011202","Albemarle County","Census Tract 112.02, Albemarle County, Virginia","% with Bachelors Degree","Regional Comparison","83.8% Above Median"
"419","life_expE","51003011202","Albemarle County","Census Tract 112.02, Albemarle County, Virginia","Average Life Expectancy","Regional Comparison","9.3% Above Median"
"420","hhincE","51003011202","Albemarle County","Census Tract 112.02, Albemarle County, Virginia","Median Household Income","Regional Comparison","90.9% Above Median"
"421","badegreeE","51003011301","Albemarle County","Census Tract 113.01, Albemarle County, Virginia","% with Bachelors Degree","Regional Comparison","12.3% Below Median"
"422","life_expE","51003011301","Albemarle County","Census Tract 113.01, Albemarle County, Virginia","Average Life Expectancy","Regional Comparison","5.5% Above Median"
"423","hhincE","51003011301","Albemarle County","Census Tract 113.01, Albemarle County, Virginia","Median Household Income","Regional Comparison","14.8% Above Median"
"424","badegreeE","51003011302","Albemarle County","Census Tract 113.02, Albemarle County, Virginia","% with Bachelors Degree","Regional Comparison","11.5% Above Median"
"425","life_expE","51003011302","Albemarle County","Census Tract 113.02, Albemarle County, Virginia","Average Life Expectancy","Regional Comparison","5.3% Below Median"
"426","hhincE","51003011302","Albemarle County","Census Tract 113.02, Albemarle County, Virginia","Median Household Income","Regional Comparison","5% Below Median"
"427","badegreeE","51003011303","Albemarle County","Census Tract 113.03, Albemarle County, Virginia","% with Bachelors Degree","Regional Comparison","61.1% Above Median"
"428","life_expE","51003011303","Albemarle County","Census Tract 113.03, Albemarle County, Virginia","Average Life Expectancy","Regional Comparison","0.4% Above Median"
"429","hhincE","51003011303","Albemarle County","Census Tract 113.03, Albemarle County, Virginia","Median Household Income","Regional Comparison","28% Above Median"
"430","badegreeE","51003011400","Albemarle County","Census Tract 114, Albemarle County, Virginia","% with Bachelors Degree","Regional Comparison","28.5% Below Median"
"431","life_expE","51003011400","Albemarle County","Census Tract 114, Albemarle County, Virginia","Average Life Expectancy","Regional Comparison","0.9% Below Median"
"432","hhincE","51003011400","Albemarle County","Census Tract 114, Albemarle County, Virginia","Median Household Income","Regional Comparison","15.5% Below Median"
"433","badegreeE","51029930101","Buckingham County","Census Tract 9301.01, Buckingham County, Virginia","% with Bachelors Degree","Regional Comparison","76% Below Median"
"434","life_expE","51029930101","Buckingham County","Census Tract 9301.01, Buckingham County, Virginia","Average Life Expectancy","Regional Comparison","3.1% Below Median"
"435","hhincE","51029930101","Buckingham County","Census Tract 9301.01, Buckingham County, Virginia","Median Household Income","Regional Comparison","28.9% Below Median"
"436","badegreeE","51029930102","Buckingham County","Census Tract 9301.02, Buckingham County, Virginia","% with Bachelors Degree","Regional Comparison","64.2% Below Median"
"437","life_expE","51029930102","Buckingham County","Census Tract 9301.02, Buckingham County, Virginia","Average Life Expectancy","Regional Comparison","5% Below Median"
"438","hhincE","51029930102","Buckingham County","Census Tract 9301.02, Buckingham County, Virginia","Median Household Income","Regional Comparison","33.4% Below Median"
"439","badegreeE","51029930201","Buckingham County","Census Tract 9302.01, Buckingham County, Virginia","% with Bachelors Degree","Regional Comparison","83.6% Below Median"
"440","life_expE","51029930201","Buckingham County","Census Tract 9302.01, Buckingham County, Virginia","Average Life Expectancy","Regional Comparison","2% Below Median"
"441","hhincE","51029930201","Buckingham County","Census Tract 9302.01, Buckingham County, Virginia","Median Household Income","Regional Comparison","24.6% Below Median"
"442","badegreeE","51029930202","Buckingham County","Census Tract 9302.02, Buckingham County, Virginia","% with Bachelors Degree","Regional Comparison","52.5% Below Median"
"443","life_expE","51029930202","Buckingham County","Census Tract 9302.02, Buckingham County, Virginia","Average Life Expectancy","Regional Comparison","0.8% Above Median"
"444","hhincE","51029930202","Buckingham County","Census Tract 9302.02, Buckingham County, Virginia","Median Household Income","Regional Comparison","19.8% Below Median"
"445","badegreeE","51065020101","Fluvanna County","Census Tract 201.01, Fluvanna County, Virginia","% with Bachelors Degree","Regional Comparison","35% Below Median"
"446","life_expE","51065020101","Fluvanna County","Census Tract 201.01, Fluvanna County, Virginia","Average Life Expectancy","Regional Comparison","2.3% Below Median"
"447","hhincE","51065020101","Fluvanna County","Census Tract 201.01, Fluvanna County, Virginia","Median Household Income","Regional Comparison","23.2% Above Median"
"448","badegreeE","51065020102","Fluvanna County","Census Tract 201.02, Fluvanna County, Virginia","% with Bachelors Degree","Regional Comparison","25.6% Above Median"
"449","life_expE","51065020102","Fluvanna County","Census Tract 201.02, Fluvanna County, Virginia","Average Life Expectancy","Regional Comparison","7% Above Median"
"450","hhincE","51065020102","Fluvanna County","Census Tract 201.02, Fluvanna County, Virginia","Median Household Income","Regional Comparison","21.3% Above Median"
"451","badegreeE","51065020200","Fluvanna County","Census Tract 202, Fluvanna County, Virginia","% with Bachelors Degree","Regional Comparison","28.2% Below Median"
"452","life_expE","51065020200","Fluvanna County","Census Tract 202, Fluvanna County, Virginia","Average Life Expectancy","Regional Comparison","3.6% Below Median"
"453","hhincE","51065020200","Fluvanna County","Census Tract 202, Fluvanna County, Virginia","Median Household Income","Regional Comparison","7.8% Above Median"
"454","badegreeE","51065020300","Fluvanna County","Census Tract 203, Fluvanna County, Virginia","% with Bachelors Degree","Regional Comparison","29% Below Median"
"455","life_expE","51065020300","Fluvanna County","Census Tract 203, Fluvanna County, Virginia","Average Life Expectancy","Regional Comparison",NA
"456","hhincE","51065020300","Fluvanna County","Census Tract 203, Fluvanna County, Virginia","Median Household Income","Regional Comparison","7.9% Above Median"
"457","badegreeE","51079030101","Greene County","Census Tract 301.01, Greene County, Virginia","% with Bachelors Degree","Regional Comparison","42% Below Median"
"458","life_expE","51079030101","Greene County","Census Tract 301.01, Greene County, Virginia","Average Life Expectancy","Regional Comparison","5.6% Below Median"
"459","hhincE","51079030101","Greene County","Census Tract 301.01, Greene County, Virginia","Median Household Income","Regional Comparison","16% Below Median"
"460","badegreeE","51079030102","Greene County","Census Tract 301.02, Greene County, Virginia","% with Bachelors Degree","Regional Comparison","41.8% Below Median"
"461","life_expE","51079030102","Greene County","Census Tract 301.02, Greene County, Virginia","Average Life Expectancy","Regional Comparison","6.3% Above Median"
"462","hhincE","51079030102","Greene County","Census Tract 301.02, Greene County, Virginia","Median Household Income","Regional Comparison","6.1% Below Median"
"463","badegreeE","51079030200","Greene County","Census Tract 302, Greene County, Virginia","% with Bachelors Degree","Regional Comparison","14.6% Below Median"
"464","life_expE","51079030200","Greene County","Census Tract 302, Greene County, Virginia","Average Life Expectancy","Regional Comparison","2.4% Above Median"
"465","hhincE","51079030200","Greene County","Census Tract 302, Greene County, Virginia","Median Household Income","Regional Comparison","16.9% Above Median"
"466","badegreeE","51109950100","Louisa County","Census Tract 9501, Louisa County, Virginia","% with Bachelors Degree","Regional Comparison","39.7% Below Median"
"467","life_expE","51109950100","Louisa County","Census Tract 9501, Louisa County, Virginia","Average Life Expectancy","Regional Comparison","0.1% Above Median"
"468","hhincE","51109950100","Louisa County","Census Tract 9501, Louisa County, Virginia","Median Household Income","Regional Comparison","8% Above Median"
"469","badegreeE","51109950201","Louisa County","Census Tract 9502.01, Louisa County, Virginia","% with Bachelors Degree","Regional Comparison","43.3% Below Median"
"470","life_expE","51109950201","Louisa County","Census Tract 9502.01, Louisa County, Virginia","Average Life Expectancy","Regional Comparison","4.8% Below Median"
"471","hhincE","51109950201","Louisa County","Census Tract 9502.01, Louisa County, Virginia","Median Household Income","Regional Comparison","34.4% Below Median"
"472","badegreeE","51109950202","Louisa County","Census Tract 9502.02, Louisa County, Virginia","% with Bachelors Degree","Regional Comparison","32.4% Below Median"
"473","life_expE","51109950202","Louisa County","Census Tract 9502.02, Louisa County, Virginia","Average Life Expectancy","Regional Comparison","0.4% Above Median"
"474","hhincE","51109950202","Louisa County","Census Tract 9502.02, Louisa County, Virginia","Median Household Income","Regional Comparison","0% Above Median"
"475","badegreeE","51109950300","Louisa County","Census Tract 9503, Louisa County, Virginia","% with Bachelors Degree","Regional Comparison","30.5% Below Median"
"476","life_expE","51109950300","Louisa County","Census Tract 9503, Louisa County, Virginia","Average Life Expectancy","Regional Comparison","2.6% Below Median"
"477","hhincE","51109950300","Louisa County","Census Tract 9503, Louisa County, Virginia","Median Household Income","Regional Comparison","3.1% Below Median"
"478","badegreeE","51109950400","Louisa County","Census Tract 9504, Louisa County, Virginia","% with Bachelors Degree","Regional Comparison","17.2% Below Median"
"479","life_expE","51109950400","Louisa County","Census Tract 9504, Louisa County, Virginia","Average Life Expectancy","Regional Comparison","4.6% Below Median"
"480","hhincE","51109950400","Louisa County","Census Tract 9504, Louisa County, Virginia","Median Household Income","Regional Comparison","7.9% Below Median"
"481","badegreeE","51109950500","Louisa County","Census Tract 9505, Louisa County, Virginia","% with Bachelors Degree","Regional Comparison","63.2% Below Median"
"482","life_expE","51109950500","Louisa County","Census Tract 9505, Louisa County, Virginia","Average Life Expectancy","Regional Comparison","4.5% Below Median"
"483","hhincE","51109950500","Louisa County","Census Tract 9505, Louisa County, Virginia","Median Household Income","Regional Comparison","11.7% Below Median"
"484","badegreeE","51113930100","Madison County","Census Tract 9301, Madison County, Virginia","% with Bachelors Degree","Regional Comparison","31.1% Below Median"
"485","life_expE","51113930100","Madison County","Census Tract 9301, Madison County, Virginia","Average Life Expectancy","Regional Comparison","0.9% Above Median"
"486","hhincE","51113930100","Madison County","Census Tract 9301, Madison County, Virginia","Median Household Income","Regional Comparison","0.8% Below Median"
"487","badegreeE","51113930200","Madison County","Census Tract 9302, Madison County, Virginia","% with Bachelors Degree","Regional Comparison","44.6% Below Median"
"488","life_expE","51113930200","Madison County","Census Tract 9302, Madison County, Virginia","Average Life Expectancy","Regional Comparison","4.6% Below Median"
"489","hhincE","51113930200","Madison County","Census Tract 9302, Madison County, Virginia","Median Household Income","Regional Comparison","23.5% Below Median"
"490","badegreeE","51125950100","Nelson County","Census Tract 9501, Nelson County, Virginia","% with Bachelors Degree","Regional Comparison","69.7% Below Median"
"491","life_expE","51125950100","Nelson County","Census Tract 9501, Nelson County, Virginia","Average Life Expectancy","Regional Comparison","8% Below Median"
"492","hhincE","51125950100","Nelson County","Census Tract 9501, Nelson County, Virginia","Median Household Income","Regional Comparison","20.3% Below Median"
"493","badegreeE","51125950200","Nelson County","Census Tract 9502, Nelson County, Virginia","% with Bachelors Degree","Regional Comparison","34.5% Above Median"
"494","life_expE","51125950200","Nelson County","Census Tract 9502, Nelson County, Virginia","Average Life Expectancy","Regional Comparison","3.4% Above Median"
"495","hhincE","51125950200","Nelson County","Census Tract 9502, Nelson County, Virginia","Median Household Income","Regional Comparison","17.7% Above Median"
"496","badegreeE","51125950300","Nelson County","Census Tract 9503, Nelson County, Virginia","% with Bachelors Degree","Regional Comparison","24.3% Below Median"
"497","life_expE","51125950300","Nelson County","Census Tract 9503, Nelson County, Virginia","Average Life Expectancy","Regional Comparison","2.6% Below Median"
"498","hhincE","51125950300","Nelson County","Census Tract 9503, Nelson County, Virginia","Median Household Income","Regional Comparison","6.8% Below Median"
"499","badegreeE","51137110102","Orange County","Census Tract 1101.02, Orange County, Virginia","% with Bachelors Degree","Regional Comparison","67.4% Below Median"
"500","life_expE","51137110102","Orange County","Census Tract 1101.02, Orange County, Virginia","Average Life Expectancy","Regional Comparison","5.8% Below Median"
"501","hhincE","51137110102","Orange County","Census Tract 1101.02, Orange County, Virginia","Median Household Income","Regional Comparison","1.2% Above Median"
"502","badegreeE","51137110103","Orange County","Census Tract 1101.03, Orange County, Virginia","% with Bachelors Degree","Regional Comparison","1.8% Below Median"
"503","life_expE","51137110103","Orange County","Census Tract 1101.03, Orange County, Virginia","Average Life Expectancy","Regional Comparison","3.1% Above Median"
"504","hhincE","51137110103","Orange County","Census Tract 1101.03, Orange County, Virginia","Median Household Income","Regional Comparison","30.6% Above Median"
"505","badegreeE","51137110104","Orange County","Census Tract 1101.04, Orange County, Virginia","% with Bachelors Degree","Regional Comparison","48.8% Below Median"
"506","life_expE","51137110104","Orange County","Census Tract 1101.04, Orange County, Virginia","Average Life Expectancy","Regional Comparison","0% Above Median"
"507","hhincE","51137110104","Orange County","Census Tract 1101.04, Orange County, Virginia","Median Household Income","Regional Comparison","14.6% Above Median"
"508","badegreeE","51137110200","Orange County","Census Tract 1102, Orange County, Virginia","% with Bachelors Degree","Regional Comparison","36.3% Below Median"
"509","life_expE","51137110200","Orange County","Census Tract 1102, Orange County, Virginia","Average Life Expectancy","Regional Comparison","3.8% Below Median"
"510","hhincE","51137110200","Orange County","Census Tract 1102, Orange County, Virginia","Median Household Income","Regional Comparison","30% Below Median"
"511","badegreeE","51137110300","Orange County","Census Tract 1103, Orange County, Virginia","% with Bachelors Degree","Regional Comparison","46% Below Median"
"512","life_expE","51137110300","Orange County","Census Tract 1103, Orange County, Virginia","Average Life Expectancy","Regional Comparison","1.4% Below Median"
"513","hhincE","51137110300","Orange County","Census Tract 1103, Orange County, Virginia","Median Household Income","Regional Comparison","1.9% Below Median"
"514","badegreeE","51540000201","Charlottesville","Census Tract 2.01, Charlottesville city, Virginia","% with Bachelors Degree","Regional Comparison","53% Above Median"
"515","life_expE","51540000201","Charlottesville","Census Tract 2.01, Charlottesville city, Virginia","Average Life Expectancy","Regional Comparison","1.3% Below Median"
"516","hhincE","51540000201","Charlottesville","Census Tract 2.01, Charlottesville city, Virginia","Median Household Income","Regional Comparison","9.2% Below Median"
"517","badegreeE","51540000202","Charlottesville","Census Tract 2.02, Charlottesville city, Virginia","% with Bachelors Degree","Regional Comparison","20.4% Below Median"
"518","life_expE","51540000202","Charlottesville","Census Tract 2.02, Charlottesville city, Virginia","Average Life Expectancy","Regional Comparison",NA
"519","hhincE","51540000202","Charlottesville","Census Tract 2.02, Charlottesville city, Virginia","Median Household Income","Regional Comparison","64.1% Below Median"
"520","badegreeE","51540000302","Charlottesville","Census Tract 3.02, Charlottesville city, Virginia","% with Bachelors Degree","Regional Comparison","32.4% Above Median"
"521","life_expE","51540000302","Charlottesville","Census Tract 3.02, Charlottesville city, Virginia","Average Life Expectancy","Regional Comparison","0.9% Above Median"
"522","hhincE","51540000302","Charlottesville","Census Tract 3.02, Charlottesville city, Virginia","Median Household Income","Regional Comparison","0.7% Below Median"
"523","badegreeE","51540000401","Charlottesville","Census Tract 4.01, Charlottesville city, Virginia","% with Bachelors Degree","Regional Comparison","0.5% Above Median"
"524","life_expE","51540000401","Charlottesville","Census Tract 4.01, Charlottesville city, Virginia","Average Life Expectancy","Regional Comparison","7.5% Below Median"
"525","hhincE","51540000401","Charlottesville","Census Tract 4.01, Charlottesville city, Virginia","Median Household Income","Regional Comparison","18.4% Below Median"
"526","badegreeE","51540000402","Charlottesville","Census Tract 4.02, Charlottesville city, Virginia","% with Bachelors Degree","Regional Comparison","0% Above Median"
"527","life_expE","51540000402","Charlottesville","Census Tract 4.02, Charlottesville city, Virginia","Average Life Expectancy","Regional Comparison","4.3% Below Median"
"528","hhincE","51540000402","Charlottesville","Census Tract 4.02, Charlottesville city, Virginia","Median Household Income","Regional Comparison","8.4% Below Median"
"529","badegreeE","51540000501","Charlottesville","Census Tract 5.01, Charlottesville city, Virginia","% with Bachelors Degree","Regional Comparison","17.2% Below Median"
"530","life_expE","51540000501","Charlottesville","Census Tract 5.01, Charlottesville city, Virginia","Average Life Expectancy","Regional Comparison","4.1% Below Median"
"531","hhincE","51540000501","Charlottesville","Census Tract 5.01, Charlottesville city, Virginia","Median Household Income","Regional Comparison","37.2% Below Median"
"532","badegreeE","51540000502","Charlottesville","Census Tract 5.02, Charlottesville city, Virginia","% with Bachelors Degree","Regional Comparison","59% Above Median"
"533","life_expE","51540000502","Charlottesville","Census Tract 5.02, Charlottesville city, Virginia","Average Life Expectancy","Regional Comparison","0.1% Above Median"
"534","hhincE","51540000502","Charlottesville","Census Tract 5.02, Charlottesville city, Virginia","Median Household Income","Regional Comparison","37.8% Above Median"
"535","badegreeE","51540000600","Charlottesville","Census Tract 6, Charlottesville city, Virginia","% with Bachelors Degree","Regional Comparison","67.1% Above Median"
"536","life_expE","51540000600","Charlottesville","Census Tract 6, Charlottesville city, Virginia","Average Life Expectancy","Regional Comparison",NA
"537","hhincE","51540000600","Charlottesville","Census Tract 6, Charlottesville city, Virginia","Median Household Income","Regional Comparison","50.7% Below Median"
"538","badegreeE","51540000700","Charlottesville","Census Tract 7, Charlottesville city, Virginia","% with Bachelors Degree","Regional Comparison","115.4% Above Median"
"539","life_expE","51540000700","Charlottesville","Census Tract 7, Charlottesville city, Virginia","Average Life Expectancy","Regional Comparison","3.6% Above Median"
"540","hhincE","51540000700","Charlottesville","Census Tract 7, Charlottesville city, Virginia","Median Household Income","Regional Comparison","23% Above Median"
"541","badegreeE","51540000800","Charlottesville","Census Tract 8, Charlottesville city, Virginia","% with Bachelors Degree","Regional Comparison","35% Above Median"
"542","life_expE","51540000800","Charlottesville","Census Tract 8, Charlottesville city, Virginia","Average Life Expectancy","Regional Comparison","0.4% Below Median"
"543","hhincE","51540000800","Charlottesville","Census Tract 8, Charlottesville city, Virginia","Median Household Income","Regional Comparison","17.9% Above Median"
"544","badegreeE","51540000900","Charlottesville","Census Tract 9, Charlottesville city, Virginia","% with Bachelors Degree","Regional Comparison","36.3% Above Median"
"545","life_expE","51540000900","Charlottesville","Census Tract 9, Charlottesville city, Virginia","Average Life Expectancy","Regional Comparison","2% Above Median"
"546","hhincE","51540000900","Charlottesville","Census Tract 9, Charlottesville city, Virginia","Median Household Income","Regional Comparison","13.2% Above Median"
"547","badegreeE","51540001000","Charlottesville","Census Tract 10, Charlottesville city, Virginia","% with Bachelors Degree","Regional Comparison","94.3% Above Median"
"548","life_expE","51540001000","Charlottesville","Census Tract 10, Charlottesville city, Virginia","Average Life Expectancy","Regional Comparison","3.5% Above Median"
"549","hhincE","51540001000","Charlottesville","Census Tract 10, Charlottesville city, Virginia","Median Household Income","Regional Comparison","19.4% Above Median"
